image_top_1	new_class
2813.0	роутер
2588.0	термос
361.0	сумка
418.0	мокасины
82.0	платье
948.0	вывоз
2018.0	аквариум
41.0	боди
51.0	куртка
2214.0	цыплята
-1.0	квартира,
2027.0	клетка
47.0	ботинки
61.0	кофта
2368.0	велосипед
67.0	рубашка
2218.0	квартира,
2040.0	клетка
563.0	пальто
1484.0	шкаф
3.0	красивая
1055.0	газ
1431.0	диван
2619.0	кимано
3022.0	телевизор
44.0	сандали
244.0	оформление
1283.0	дом
-1.0	квартира,
1913.0	продам
2480.0	зуб
44.0	сандали
-1.0	квартира,
97.0	ветровка
796.0	автолюлька
3030.0	колонки
1216.0	услуги
-1.0	квартира,
785.0	фаберлик
186.0	рюкзак
3030.0	колонки
2281.0	платье
2170.0	терьера
2133.0	продаются
1148.0	лодка
471.0	кросовки
1255.0	лобзик
1106.0	ваз
1550.0	картина
633.0	кофта
118.0	джинсы
648.0	куртка
1093.0	лодочный
1002.0	коляска
1118.0	toyota
-1.0	квартира,
47.0	ботинки
951.0	дуга
467.0	кроссовки
83.0	боди
315.0	сумка
2583.0	рюкзак
334.0	шапка
-1.0	квартира,
1642.0	супница
478.0	кроссовки
413.0	рубашка
421.0	ботинки
492.0	сапоги
2918.0	iphone
1587.0	золотая
84.0	комбинезон
72.0	брюки
1409.0	квартира,
2071.0	хорошие
1526.0	квартира,
492.0	сапоги
2793.0	мониторы
1741.0	юка
1002.0	коляска
2777.0	gta
-1.0	квартира,
-1.0	квартира,
3049.0	dvd
2218.0	квартира,
41.0	боди
2932.0	samsung
1235.0	насос
2829.0	клавиатура
82.0	платье
2918.0	iphone
793.0	маска
1846.0	микроволновая
1430.0	квартира,
44.0	сандали
909.0	lego
552.0	бюстгальтер
2018.0	аквариум
2218.0	квартира,
2918.0	iphone
733.0	холодильная
1496.0	другое
95.0	куртка
386.0	платье
204.0	букеты
2262.0	ваз
75.0	конверт
2132.0	любочка
2932.0	samsung
1817.0	прибор
1431.0	диван
665.0	оригинальная
387.0	платье
696.0	противопролежневый
881.0	каруселька
42.0	комбинезон
692.0	кресло
69.0	комбинезон
-1.0	квартира,
787.0	ресниц
115.0	лосины
2889.0	ps
2264.0	ваз
404.0	платье
2219.0	квартира,
2949.0	ноутбук
2918.0	iphone
324.0	новая
-1.0	квартира,
535.0	плащ
-1.0	квартира,
2865.0	видеокарта
592.0	комбинезон
566.0	костюм
2889.0	ps
2909.0	чехол
1083.0	станок
85.0	кеды
2262.0	ваз
2217.0	квартира,
2279.0	кенди
592.0	комбинезон
416.0	купальник
1169.0	шоколад
1118.0	toyota
987.0	трактор-каталка
3014.0	аудиокассеты
2352.0	гвозди
2273.0	пальто
1373.0	двери
101.0	шапочка
2789.0	блок
2708.0	продам
2135.0	великолепные
2021.0	клетка
2220.0	квартира,
2929.0	sony
-1.0	квартира,
965.0	гараж-парковка
818.0	доска
991.0	машинка
2996.0	объектив
94.0	зимний
1993.0	стиральная
-1.0	квартира,
817.0	кормления
-1.0	квартира,
1192.0	банная
522.0	пальто
1108.0	ваз
1554.0	топиарий
353.0	продам
51.0	куртка
1002.0	коляска
108.0	платье
629.0	свитшот
567.0	джинсы
95.0	куртка
91.0	резиновые
2790.0	компьютер
516.0	пальто
1408.0	квартира,
2999.0	фотоаппарат
655.0	пальто
1002.0	коляска
3023.0	телевизор
2911.0	дисплей
86.0	кроссовки
523.0	пальто
1450.0	стол
80.0	платье
638.0	nike
817.0	кормления
1914.0	мойка
2787.0	мешки
83.0	боди
2552.0	велотренажер
-1.0	квартира,
2932.0	samsung
2916.0	fly
788.0	ресниц
1235.0	насос
1096.0	офис
3063.0	фен
1295.0	участке
-1.0	квартира,
1784.0	плита
1490.0	стенка
2219.0	квартира,
1424.0	квартира,
97.0	ветровка
2816.0	карта
2421.0	духи
94.0	зимний
2360.0	светодиодное
438.0	ботильоны
605.0	платье
2831.0	джостик
1137.0	продам
2264.0	ваз
415.0	платье
2218.0	квартира,
470.0	defort
2797.0	кабель
560.0	платье
-1.0	квартира,
1431.0	диван
2929.0	sony
823.0	кроватка
2004.0	стиральная
96.0	куртка
2932.0	samsung
47.0	ботинки
-1.0	квартира,
81.0	юбка
2519.0	гитара
82.0	платье
475.0	кроссовки
1450.0	стол
53.0	ветровка
1295.0	участке
2640.0	ботинки
-1.0	квартира,
1429.0	квартира,
2932.0	samsung
2779.0	картриджи
2220.0	квартира,
682.0	волосы
1102.0	chevrolet
501.0	ботильоны
396.0	платье
550.0	новые
1191.0	квартира,
1809.0	холодильник
2519.0	гитара
2582.0	манеж
2945.0	чехол
672.0	муфта
-1.0	квартира,
622.0	футболка
492.0	сапоги
114.0	блузка
1724.0	малина
1191.0	квартира,
2526.0	участок
2773.0	мфу
2901.0	xbox
105.0	шапочка
47.0	ботинки
444.0	обувь
2219.0	квартира,
315.0	сумка
1682.0	ножницы
-1.0	квартира,
3022.0	телевизор
1058.0	аренда
1490.0	стенка
-1.0	квартира,
44.0	сандали
125.0	платье
2219.0	квартира,
1886.0	сплит-система
501.0	ботильоны
47.0	ботинки
2931.0	micromax
1993.0	стиральная
2569.0	часы
2053.0	вязка.
93.0	сандали
527.0	куртка
2855.0	блок
-1.0	квартира,
2848.0	монитор
2220.0	квартира,
2280.0	светящаяся,
96.0	куртка
462.0	кроссовки
42.0	комбинезон
-1.0	квартира,
1108.0	ваз
563.0	пальто
93.0	сандали
2817.0	финишная
84.0	комбинезон
-1.0	квартира,
96.0	куртка
2918.0	iphone
2217.0	квартира,
1179.0	иван-чай
438.0	ботильоны
1108.0	ваз
2933.0	lumia
1429.0	квартира,
2286.0	книга
37.0	часы
1108.0	ваз
908.0	обучающее
98.0	костюм
656.0	костюм
-1.0	квартира,
2629.0	ванночка,горка
2370.0	велосипед
628.0	кофта
-1.0	квартира,
1728.0	дача
82.0	платье
2027.0	клетка
941.0	робокар
55.0	шапочка
1191.0	квартира,
567.0	джинсы
501.0	ботильоны
-1.0	квартира,
-1.0	квартира,
830.0	самокат
682.0	волосы
112.0	кофта
716.0	щёточка
1202.0	квартира,
819.0	детская
1015.0	балдахин
1002.0	коляска
46.0	туфли
3045.0	фотодизайн.
-1.0	квартира,
2935.0	смартфон
80.0	платье
1702.0	двойная
2065.0	котик
2054.0	отдам
796.0	автолюлька
671.0	шорты
2930.0	meizu
2890.0	продам
63.0	костюм
3024.0	новый
826.0	манеж
2218.0	квартира,
478.0	кроссовки
1531.0	стол
-1.0	квартира,
1655.0	бокал
47.0	ботинки
1376.0	гараж,
88.0	ботинки
1443.0	продам
909.0	lego
811.0	кормления
1392.0	унитаз
458.0	ботинки
2653.0	ролики
42.0	комбинезон
645.0	куртка
626.0	кофта
750.0	продам
641.0	ботинки
48.0	валенки
2854.0	блок
1290.0	квартира,
983.0	цифра
981.0	игрушка
432.0	туфли
1102.0	chevrolet
3033.0	iphone
1013.0	трусики
267.0	сумка
2263.0	репетитор
52.0	куртка
86.0	кроссовки
2494.0	телевизор
1831.0	гриль
2419.0	копеек
2325.0	велосипед
556.0	колготки
1019.0	ванночка
1663.0	полка
2222.0	квартира,
2918.0	iphone
42.0	комбинезон
1761.0	поменяю
2868.0	usb
545.0	куртка
501.0	ботильоны
2370.0	велосипед
2217.0	квартира,
416.0	купальник
882.0	коврик
-1.0	квартира,
2256.0	романтический
1334.0	услуги
93.0	сандали
1945.0	швейная
90.0	пинетки
2217.0	квартира,
424.0	сапоги
-1.0	квартира,
1118.0	toyota
57.0	шапочки
2218.0	квартира,
82.0	платье
1450.0	стол
34.0	часы
2641.0	хоккейная
2370.0	велосипед
496.0	балетки
1348.0	тачка
2909.0	чехол
1906.0	гель-лаки
588.0	брюки
649.0	куртка
97.0	ветровка
1487.0	квартира,
1091.0	новый
527.0	куртка
1457.0	телевизор
1118.0	toyota
932.0	туры
1490.0	стенка
749.0	ортез
2918.0	iphone
529.0	куртка
-1.0	квартира,
961.0	игрушки
2415.0	продам
463.0	кроссовки
1409.0	квартира,
2778.0	продается
1191.0	квартира,
50.0	костюм
1450.0	стол
2286.0	книга
-1.0	квартира,
1694.0	фотофоны
122.0	рубашка
2262.0	ваз
3047.0	наушники
2869.0	книги
107.0	кофта
951.0	дуга
1079.0	услуги
386.0	платье
2671.0	утижелители
1429.0	квартира,
96.0	куртка
41.0	боди
2262.0	ваз
43.0	кеды
97.0	ветровка
2956.0	ноутбук
2419.0	копеек
1065.0	опрыскиватель
2918.0	iphone
535.0	плащ
2220.0	квартира,
738.0	бандаж
-1.0	квартира,
1530.0	стол
2874.0	чехол
50.0	костюм
111.0	кофточка
95.0	куртка
2219.0	квартира,
1832.0	соковыжималка
502.0	босоножки
1132.0	ford
93.0	сандали
3009.0	mah
2264.0	ваз
-1.0	квартира,
88.0	ботинки
235.0	рукавицы
1489.0	стеллаж
19.0	кольцо
2898.0	playstation
112.0	кофта
1108.0	ваз
44.0	сандали
54.0	костюм
545.0	куртка
1408.0	квартира,
562.0	пиджак
125.0	платье
2001.0	гибкая
2865.0	видеокарта
2728.0	футболка
676.0	продам
3040.0	мини
2999.0	фотоаппарат
560.0	платье
501.0	ботильоны
63.0	костюм
2796.0	игровой
47.0	ботинки
632.0	футболка
130.0	краги
1282.0	участке
2182.0	продам
75.0	конверт
399.0	платье
773.0	набор
900.0	lego
2918.0	iphone
2920.0	nokia
2273.0	пальто
3022.0	телевизор
1055.0	газ
61.0	кофта
455.0	кроссовки
399.0	платье
522.0	пальто
705.0	очки
1291.0	брусчатка
572.0	платье
1197.0	котёл
-1.0	квартира,
2797.0	кабель
1009.0	подушка
865.0	костюм
801.0	смесь
505.0	босоножки
2940.0	explay
-1.0	квартира,
-1.0	квартира,
603.0	форма
1055.0	газ
749.0	ортез
1255.0	лобзик
1487.0	квартира,
496.0	балетки
473.0	кроссовки
504.0	босоножки
1222.0	бетономешалка
2417.0	рубль
1247.0	электрический
-1.0	квартира,
501.0	ботильоны
658.0	джинсы
1457.0	телевизор
3032.0	колонки
2703.0	радиоуправляемая
1295.0	участке
2699.0	обруч
2507.0	iphone
2609.0	перчатки
540.0	куртка
442.0	кроссовки
101.0	шапочка
757.0	кормящей
823.0	кроватка
396.0	платье
569.0	кардиган
250.0	ремень
2218.0	квартира,
540.0	куртка
8.0	кулон
1050.0	учебник
347.0	демисезонная
536.0	дубленка
642.0	ботинки
2130.0	хас
1309.0	участке
387.0	платье
1760.0	комнатные
-1.0	квартира,
1118.0	toyota
88.0	ботинки
2952.0	вязка
1510.0	шуба
425.0	туфли
91.0	резиновые
-1.0	квартира,
-1.0	квартира,
2941.0	asus
1483.0	квартира,
47.0	ботинки
42.0	комбинезон
96.0	куртка
1514.0	подмости
2219.0	квартира,
1102.0	chevrolet
633.0	кофта
529.0	куртка
546.0	платье
51.0	куртка
1002.0	коляска
2264.0	ваз
639.0	туфли
2104.0	американский
1983.0	indesit
3063.0	фен
3027.0	триколор
2711.0	спортивный
2220.0	квартира,
81.0	юбка
1496.0	другое
2823.0	водонагреватель
492.0	сапоги
427.0	ботиночки
618.0	платье
374.0	юбка
-1.0	квартира,
47.0	ботинки
2194.0	продаю
656.0	костюм
97.0	ветровка
1490.0	стенка
1321.0	дача
-1.0	квартира,
1002.0	коляска
97.0	ветровка
1275.0	домкрат
1485.0	комод
2840.0	монитор
2396.0	открытка
61.0	кофта
1295.0	участке
-1.0	квартира,
2999.0	фотоаппарат
415.0	платье
1666.0	стекло
3026.0	усилитель
94.0	зимний
1487.0	квартира,
-1.0	квартира,
2137.0	красавчик
1975.0	пылесос
1002.0	коляска
-1.0	квартира,
645.0	куртка
1304.0	тротуарная
2504.0	скрипка
2079.0	добрые
1055.0	газ
-1.0	квартира,
2918.0	iphone
95.0	куртка
656.0	костюм
87.0	туфли
404.0	платье
-1.0	квартира,
1198.0	радиатор
2424.0	гоголь
-1.0	квартира,
2918.0	iphone
1060.0	трактор
1429.0	квартира,
546.0	платье
1102.0	chevrolet
3023.0	телевизор
88.0	ботинки
1296.0	участке
1437.0	кровать
547.0	корсет
1599.0	деревья
1130.0	endura
1139.0	скутер
432.0	туфли
1118.0	toyota
1135.0	продам
-1.0	квартира,
107.0	кофта
1272.0	тиски
1305.0	участок
118.0	джинсы
2092.0	лабрадора
1111.0	кии
1920.0	фен
79.0	костюм
1008.0	кокон
1494.0	дизайн
495.0	сапоги
1304.0	тротуарная
49.0	резиновые
995.0	детская
93.0	сандали
1055.0	газ
45.0	кроссовки
2857.0	ноутбука
388.0	платье
2997.0	canon
1013.0	трусики
2865.0	видеокарта
1055.0	газ
1118.0	toyota
1422.0	тюль
91.0	резиновые
505.0	босоножки
1868.0	увлажнитель-очиститель
-1.0	квартира,
47.0	ботинки
2857.0	ноутбука
2778.0	продается
2418.0	доллар
1412.0	участке
1439.0	кровать
2219.0	квартира,
960.0	мобиль
2862.0	плата
399.0	платье
2220.0	квартира,
882.0	коврик
95.0	куртка
1243.0	бензопила
1886.0	сплит-система
2286.0	книга
2620.0	кимоно
-1.0	квартира,
1219.0	маска
-1.0	квартира,
54.0	костюм
2221.0	квартира,
2918.0	iphone
2932.0	samsung
88.0	ботинки
1055.0	газ
2519.0	гитара
2578.0	горящий
72.0	брюки
396.0	платье
71.0	джинсы
554.0	купальник
1704.0	ведра
2903.0	xbox
-1.0	квартира,
47.0	ботинки
2653.0	ролики
764.0	подарочный
-1.0	квартира,
2635.0	защита
403.0	платье
545.0	куртка
2475.0	карты
1992.0	стиральная
388.0	платье
523.0	пальто
1375.0	м
1214.0	таль
539.0	джинсовка
399.0	платье
-1.0	квартира,
293.0	две
1440.0	кресло
-1.0	квартира,
1085.0	коляски
432.0	туфли
2218.0	квартира,
2218.0	квартира,
54.0	костюм
2737.0	adidas
-1.0	квартира,
714.0	ножницы
2.0	колье
2217.0	квартира,
-1.0	квартира,
2219.0	квартира,
667.0	жилетка
2642.0	шлем
929.0	кукольного
84.0	комбинезон
94.0	зимний
53.0	ветровка
811.0	кормления
2939.0	nokia
1617.0	зеркало
417.0	купальник
1155.0	пельмени
2829.0	клавиатура
1617.0	зеркало
1346.0	вывоз
1410.0	дверь
94.0	зимний
1450.0	стол
523.0	пальто
-1.0	квартира,
404.0	платье
90.0	пинетки
199.0	очки
1863.0	вытяжка
2554.0	x
403.0	платье
3022.0	телевизор
3033.0	iphone
635.0	рубашка
511.0	куртка
946.0	детские
2219.0	квартира,
670.0	форма
44.0	сандали
95.0	куртка
2218.0	квартира,
1002.0	коляска
52.0	куртка
2897.0	sony
658.0	джинсы
594.0	crocs
1016.0	выписку
1108.0	ваз
1670.0	коллагеновая
2218.0	квартира,
1917.0	внешний
2865.0	видеокарта
2389.0	марка
2865.0	видеокарта
82.0	платье
1490.0	стенка
2893.0	разработка
2612.0	попона
2918.0	iphone
2837.0	веб
2911.0	дисплей
-1.0	квартира,
889.0	ремонт
2686.0	продам
2875.0	ipad
2218.0	квартира,
2918.0	iphone
96.0	куртка
2219.0	квартира,
2082.0	щенята
1148.0	лодка
413.0	рубашка
65.0	футболка
1489.0	стеллаж
560.0	платье
117.0	джинсы
562.0	пиджак
527.0	куртка
1963.0	продам
1142.0	ваз
2515.0	roland
1666.0	стекло
1431.0	диван
2218.0	квартира,
2281.0	платье
2516.0	синтезатор
1102.0	chevrolet
2264.0	ваз
2267.0	юрист
3043.0	приставка
999.0	переноска
2918.0	iphone
555.0	платье
84.0	комбинезон
544.0	шуба
3033.0	iphone
44.0	сандали
64.0	кофта
535.0	плащ
461.0	кеды
2783.0	газосиликатный
-1.0	квартира,
2862.0	плата
1691.0	дистиллятор
87.0	туфли
2865.0	видеокарта
101.0	шапочка
-1.0	квартира,
16.0	серьги
-1.0	квартира,
762.0	керамагранит
46.0	туфли
635.0	рубашка
1137.0	продам
2097.0	добрые
2286.0	книга
-1.0	квартира,
14.0	браслет
2587.0	мангал
567.0	джинсы
572.0	платье
82.0	платье
1118.0	toyota
499.0	сапоги
2916.0	fly
3027.0	триколор
2027.0	клетка
1102.0	chevrolet
882.0	коврик
75.0	конверт
47.0	ботинки
52.0	куртка
1329.0	продаю
796.0	автолюлька
645.0	куртка
-1.0	квартира,
645.0	куртка
-1.0	квартира,
1318.0	дом
1118.0	toyota
91.0	резиновые
-1.0	квартира,
2860.0	диск
782.0	тени
112.0	кофта
3032.0	колонки
-1.0	квартира,
971.0	синтезатор
39.0	няня
3030.0	колонки
1429.0	квартира,
811.0	кормления
118.0	джинсы
567.0	джинсы
87.0	туфли
1484.0	шкаф
2762.0	тестораскаточная
80.0	платье
53.0	ветровка
112.0	кофта
3002.0	бинокль
2918.0	iphone
2219.0	квартира,
706.0	ортопедическая
2201.0	крыса
2918.0	iphone
523.0	пальто
645.0	куртка
96.0	куртка
535.0	плащ
965.0	гараж-парковка
2192.0	хряк
892.0	игрушки
91.0	резиновые
-1.0	квартира,
639.0	туфли
492.0	сапоги
1449.0	спальный
1752.0	дом
2933.0	lumia
47.0	ботинки
23.0	кольцо
1118.0	toyota
2020.0	собаки
678.0	комплект(платье
50.0	костюм
1002.0	коляска
1135.0	продам
64.0	кофта
451.0	кроссовки
1528.0	стул
-1.0	квартира,
1302.0	дом
2770.0	принтер
1002.0	коляска
97.0	ветровка
746.0	инвалидная
798.0	смесь
824.0	столик
2909.0	чехол
1002.0	коляска
2011.0	аквариум
-1.0	квартира,
404.0	платье
64.0	кофта
2217.0	квартира,
1824.0	хлебопечка
89.0	валенки
251.0	платье
387.0	платье
2620.0	кимоно
851.0	наушники
2370.0	велосипед
418.0	мокасины
742.0	аниматоры
1783.0	плита
2484.0	с.в.
97.0	ветровка
505.0	босоножки
2897.0	sony
2857.0	ноутбука
2264.0	ваз
475.0	кроссовки
2918.0	iphone
582.0	комбинезон
47.0	ботинки
1818.0	мультиварка
638.0	nike
1516.0	участке
88.0	ботинки
2487.0	марок
617.0	носки
37.0	часы
2891.0	продается
747.0	пылесос
53.0	ветровка
-1.0	квартира,
1481.0	шкаф
618.0	платье
386.0	платье
-1.0	квартира,
386.0	платье
89.0	валенки
2956.0	ноутбук
404.0	платье
1451.0	кресло
1424.0	квартира,
1050.0	учебник
567.0	джинсы
2906.0	zte
88.0	ботинки
1285.0	участке
1450.0	стол
961.0	игрушки
-1.0	квартира,
2909.0	чехол
2918.0	iphone
2368.0	велосипед
63.0	костюм
-1.0	квартира,
19.0	кольцо
667.0	жилетка
315.0	сумка
-1.0	квартира,
2318.0	сплит
2433.0	крест
-1.0	квартира,
1086.0	ремонт
1340.0	гантели
796.0	автолюлька
-1.0	квартира,
300.0	сумка
90.0	пинетки
565.0	костюм
-1.0	квартира,
2890.0	продам
1421.0	диваны
2963.0	acer
88.0	ботинки
1285.0	участке
75.0	конверт
1973.0	пылесос
16.0	серьги
624.0	поло
1488.0	шкаф
1320.0	участке
2221.0	квартира,
504.0	босоножки
309.0	сумка
82.0	платье
80.0	платье
52.0	куртка
2955.0	sony
-1.0	квартира,
2280.0	светящаяся,
2909.0	чехол
111.0	кофточка
-1.0	квартира,
46.0	туфли
767.0	взрослых
2612.0	попона
44.0	сандали
84.0	комбинезон
441.0	giuseppe
564.0	платье
1003.0	кенгуру
-1.0	квартира,
2699.0	обруч
2789.0	блок
1547.0	no
1284.0	дом
606.0	защита
2998.0	фотоаппарат
71.0	джинсы
1330.0	раствор
573.0	толстовка
-1.0	квартира,
2855.0	блок
1184.0	соленые
150.0	рюкзак
783.0	гель-лак
2220.0	квартира,
1004.0	санки
651.0	дубленка
251.0	платье
83.0	боди
122.0	рубашка
34.0	часы
53.0	ветровка
2220.0	квартира,
1002.0	коляска
108.0	платье
2916.0	fly
979.0	домик
1377.0	дверь
527.0	куртка
1118.0	toyota
3022.0	телевизор
572.0	платье
76.0	рубашка
649.0	куртка
1308.0	дом
1566.0	см
557.0	платье
451.0	кроссовки
639.0	туфли
1191.0	квартира,
527.0	куртка
2862.0	плата
1028.0	ванночка
-1.0	квартира,
2219.0	квартира,
88.0	ботинки
2944.0	xiaomi
123.0	костюм
52.0	куртка
821.0	шезлонг
1292.0	гладкий
1972.0	пылесос
-1.0	квартира,
84.0	комбинезон
362.0	повязка
1409.0	квартира,
1108.0	ваз
2803.0	телевизор
1789.0	холодильник
110.0	кофта
-1.0	квартира,
2861.0	сетивые
257.0	сумка
630.0	джемпер,ф.benetton
2222.0	квартира,
657.0	костюм
2262.0	ваз
45.0	кроссовки
1346.0	вывоз
2996.0	объектив
2428.0	лимонница
2036.0	корм
93.0	сандали
2516.0	синтезатор
649.0	куртка
